ID вакансии,Название вакансии,Описание вакансии,Ключевые навыки,Название специальности,Заработная плата,Опыт работы
116208852,Специалист по кодированию контента,"Чем предстоит заниматься:   Загрузкой видеоматериалов/субтитров с ресурсов правообладателя; проверкой видеоматериалов/субтитров на соответствие техническим требованиям витрины; приёмкой видеоматериалов после проверки по контрольным точкам (начало, середина, конец), чтобы исключить липсинк и подтвердить целостность контейнера; обработкой и корректировкой субтитров в специализированной программе; обработкой видеофайлов/субтитров с помощью специализированного ПО для витрины Окко; проверкой целостности сборки мезанина для публикации единицы контента на витрину; публикацией готового контента и проверкой его работы на витрине ВЭБ.  Что для нас важно:  Знание структуры форматов (контейнеров) MP4, MXF, M2TS, MOV, MKV; знание основных параметров и принципа работы кодеков H264, H265, MPEG2, JPEG2000, ProRes 422, ProRes 422 HQ, ProRes 444, ProRes 422 LT, ProRes 422 Proxy, ProRes 4444, ProRes 4444 XQ, LPCM, AAC, MP3, FLAC, EAC; опыт работы с программами по обработке и подготовке субтитров такие как Subtitle edit и Aegisub; умение писать несложные пресеты с помощью FFmpeg для переработки мастеров для разных задач; опыт работы с большим объемом информации, каталогами, контентными базами; отличное владение Excel; усидчивость (умение выполнять монотонную работу), ответственность, грамотность, внимательность к деталям и умение работать в команде; знание английского языка не ниже B1; знание и умение работать в программах Adobe Premiere Pro, Adobe Media Encoder, Adobe Audition, Jira и Confluence будут преимуществом.  Мы предлагаем:   Топовое оборудование и весь необходимый софт; официальное трудоустройство; ДМС со стоматологией, офисный врач, доплата больничного листа, корпоративные скидки; электронная библиотека издательства МИФ, в которую входят почти 2 тыс. единиц контента по бизнесу, саморазвитию, здоровому образу жизни и другим актуальным темам; льготные условия ипотеки в рамках зарплатного проекта; бесплатная подписка на сервисы партнеров; насыщенная корпоративная жизнь. ",Adobe Audition;Adobe Premiere Pro;Atlassian Confluence;Atlassian Jira;Microsoft Excel;Внимательность;Знание английского языка;Информационная грамотность;Ответственность;Работа в команде;Работоспособность,UX-редактор,0,1-3
112529506,UX-редактор,"О командеМы расширяемся и ищем коллегу в команду UX-редакторов и редакторов коммуникаций Домклик.Наша аудитория: покупатели, продавцы, риелторы, застройщики, арендаторы, владельцы, а также сотрудники компании.Мы относимся к отдельной большой команде «Редакция», в которой собрались не просто профессионалы, а творческие и отзывчивые люди. Поддерживаем друг друга и всегда готовы помочь. Открыты для идей и предложений.Если вдруг у тебя появится желание, например, написать статью для журнала Домклик – это легко осуществить. Мы не ставим рамок. Чем предстоит заниматься  Работать с текстами для интерфейса, лендингов, опросов, скриптов, чат-бота, СМС, пушей, уведомлений и рассылок; Прорабатывать сценарии и логику интерфейса; Много общаться с дизайнерами, продактами, маркетологами и другими коллегами; Аргументировать свои решения, согласовывать тексты; Обновлять редполитику вместе с другими редакторами; Анализировать проделанную работ.  От вас мы ожидаем  Умение писать лаконично и понятно; Грамотность; Готовность отстаивать интересы пользователей; Базовые знаний Figma; Умение быстро переключаться между задачами;  Мы предлагаем  Работу в аккредитованной IT компании; Конкурентную заработную плату; Полис ДМС с первого месяца работы; Современную технику для работы; Корпоративный университет, онлайн-курсы для повышения квалификации, конференции, митапы; Фитнес-зал в здании офиса; Льготную программу ипотеки для сотрудников; Комфортный офис класса А в 5 минутах от станции метро и МЦК Кутузовская; Гибкое начало рабочего дня и возможность работать в гибридном или удаленном формате.#remote #Marketing ",Figma;UI/UX Дизайн;Готовность помогать другим;Грамотная речь;Информационная грамотность;Коммуникативная грамотность;Многозадачность;Написание и редактирование текстов;Проведение интервью;Разработка чат-ботов,UX-редактор,0,3-6
111577076,Редактор инструкций для продавцов маркетплейса,"Внутри Wildberries огромное количество уникальных продуктов и решений. Очень важно, чтобы наши продавцы всегда имели под рукой подробные руководства по их использованию. Мы ищем редактора, который будет создавать такие инструкции. Вы будете помогать продавцам разобраться в том, как всё работает, задавать правильную последовательность действий и предвосхищать возможные вопросы. Мы ждём, что вы:   умеете просто и понятно писать о сложном;   пишете настолько грамотно, что вашим текстам не требуется проверка корректора;   понимаете ценность структуры текста и обладаете структурным мышлением;   понимаете этапы подготовки инструкции: сбор фактуры, ревью, тестирование, обновление;   умеете и готовы проактивно собирать необходимую для подготовки текстов информацию у представителей продуктовых команд;   готовы глубоко погрузиться в специфическую B2B-терминологию огромного маркетплейса;   умеете расставлять приоритеты и в точности соблюдаете сроки выполнения задач;   хотите участвовать в создании редакционной политики и готовы отстаивать её в процессе работы с заказчиками;   всегда оцениваете свои тексты не только с позиции редактора, но и с позиции того, кто будет его читать;  мыслите гибко и умеете договариваться.  ​​​​​​​Будет особенно здорово, если вы:   уже занимались подготовкой инструкций для B2B-продуктов;   уже создавали текстовый контент для продавцов маркетплейсов;   можете быстро и грамотно писать не только по-русски, но и по-английски;  знаете Figma и Photoshop на самом базовом уровне.  ​​​​​​​​​​​​​Формат работы: гибрид в Москве (метро Динамо)",Adobe Photoshop;Figma;Взаимодействие с клиентами и заказчиками;Грамотная речь;Коммуникативная грамотность;Навыки сбора информации;Проактивность;Продажи;Самоорганизованность;Сбор и верификация информации;Системное мышление,UX-редактор,0,1-3
111577825,Редактор баннеров и новостей для продавцов маркетплейса,"Продавцы Wildberries работают на маркетплейсе с помощью личного кабинета на сайте WB Партнёры. На этой площадке можно размещать баннеры, которые рассказывают аудитории о новых продуктовых решениях и маркетинговых предложениях.Мы ищем редактора, который будет создавать тексты для таких баннеров, согласовывать их с заказчиками, а затем настраивать таргетинг и публиковать. Знание графических редакторов не потребуется — визуальная часть баннеров закрывается встроенными возможностями CMS. Мы ждём, что вы:   пишете настолько грамотно, что вашим текстам не требуется проверка корректора;   пишете о сложном просто и понятно;   отлично знакомы с короткими текстовыми форматами;   не боитесь задавать вопросы и можете проактивно собирать информацию о продукте во время работы с текстом;   готовы вносить свой вклад в развитие CMS баннеров — сообщать о багах и предлагать новые функции, напрямую взаимодействуя с командой разработки инструмента;   в свободное от баннеров время готовы писать тексты новостей для продавцов маркетплейса;   мыслите гибко и готовы договариваться;   хотите участвовать в создании редакционной политики и готовы отстаивать её в процессе работы с заказчиками;     готовы глубоко погрузиться в специфическую B2B-терминологию огромного маркетплейса.   Будет особенно здорово, если вы:   уже работали в редакции новостей или вели новостной Telegram-канал;   уже занимались созданием текстового контента для продавцов маркетплейсов или B2B-продукта;   можете быстро и грамотно писать не только на русском, но и на английском языке.   ​​​​​​Формат работы: гибрид в Москве (метро Динамо)  ",Взаимодействие с клиентами и заказчиками;Грамотная речь;Графический дизайн;Знание английского языка;Написание и редактирование текстов;Настройка таргетированной рекламы;Продажи;Работа в CRM-системах;Работа в команде;Работа с маркетплейсами,UX-редактор,0,1-3
111580545,Редактор шаблонов и базы знаний службы поддержки продавцов маркетплейса,"Каждый день служба поддержки Wildberries помогает продавцам маркетплейса, отвечая на их вопросы.Мы ищем редактора, который будет создавать шаблоны таких ответов, а также писать статьи для базы знаний B2B-поддержки и актуализировать их в соответствии с изменениями на маркетплейсе. Шаблон — это не просто текст, который специалисты поддержки копируют в чат, а ориентир по ToV и фактуре: перед использованием каждый оператор перерабатывает его под себя. Шаблоны нужны всегда и в большом количестве: особенно при запуске новых и обновлении старых продуктов.Мы ждём, что вы:   умеете просто и понятно писать о сложном;   пишете настолько грамотно, что вашим текстам не требуется проверка корректора;   умеете и готовы проактивно собирать необходимую для подготовки текстов информацию у представителей продуктовых команд;   готовы глубоко погрузиться в специфическую B2B-терминологию огромного маркетплейса;   умеете расставлять приоритеты и в точности соблюдаете сроки выполнения задач;   понимаете ценность структуры текста и обладаете структурным мышлением;   хотите участвовать в создании редакционной политики и готовы отстаивать её в процессе работы с заказчиками;   всегда оцениваете свои тексты не только с позиции редактора, но и с позиции того, кто будет его читать;   мыслите гибко и умеете договариваться.   Будет особенно здорово, если вы:   уже занимались подготовкой ответов для службы поддержки B2B-продукта или работали в ней;   уже создавали текстовый контент для продавцов маркетплейсов или B2B-продукта;   можете быстро и грамотно писать не только по-русски, но и по-английски.   ​​​​​​​Формат работы: гибрид в Москве (метро Динамо)  ",Взаимодействие с клиентами и заказчиками;Грамотная речь;Коммуникативная грамотность;Проактивность;Продажи;Работа с маркетплейсами;Самоорганизованность;Системное мышление,UX-редактор,0,1-3
108631840,Автор статей в журнал для отельеров (b2b) Яндекс,"Ищем автора статей в журнал «Высокий сезон» — медиа Яндекс Путешествий для отельеров России. Пишем об актуальных вопросах индустрии гостеприимства: управлении бизнесом и маркетинговых инструментах, о законах и повышении прибыли, о подборе сотрудников и организации услуг, а также о том, чего хочет гость отеля и как вызвать у него желание вернуться. Мы ждем, что вы: — Имеете опыт работы в отеле или издании b2b / писали о туристическом бизнесе и гостиничном деле / ориентируетесь в вопросах маркетинга, финансов, управления предприятием — Имеете готовность погрузиться в тему, отслеживать тенденции, сдавать две или более статьи в месяц — Умеете взаимодействовать с экспертами: составлять вопросы, проводить интервью и согласовывать финальные тексты — Умеете понятно писать и объяснять на примерах, уверены в каждом факте — Соблюдаете дедлайны Что мы предлагаем:   Поддержку редактора Долгосрочный проект Удалённая работа Свободный график Договор с физическими лицами или самозанятыми Сдельная оплата (гонорар зависит от сложности темы и объёма статьи).  В отклике на вакансию расскажите о вашем опыте и прикрепите ссылки на 2–3 публикации. Редактор свяжется с успешными кандидатами, чтобы обсудить детали. </p>",Знание основ в области маркетинга;Коммуникативная грамотность;Подбор персонала;Проведение интервью;Самоорганизованность;Управление персоналом,UX-редактор,0,3-6
108632771,Редактор(Удаленно),"Кто мы  Мы — диджитал-агентство Marketing Emotions. Специализируемся на исследованиях, спецпроектах, геймификации, CRM и контент-маркетинге. В основном работаем с крупными финтех-компаниями из топ-5. У нас удаленный формат работы из любой точки мира или гибридный, если ты в Москве и хочешь в офис. Адекватные коллеги, нет бюрократии, бесполезных встреч, никого не дёргаем вечером и в отпуске. Проект Мы делаем контент об инвестициях для одного из топовых российских банков. Пишем короткие статьи, делаем триггерные и маркетинговые коммуникации — лендинги, пуши, письма, баннеры. Аудитория бывает разной — от совсем начинающих до более продвинутых инвесторов, поэтому в теме инвестиций надо хоть немного, но разбираться на старте и быть готовым погружаться в неё. С пользователями говорим легким, живым, человеческим языком, без канцелярщины и поучений. Задачи редактора   Участвовать в разработке контент-плана, обсуждать темы и содержание статей с клиентом и авторами — экспертами по инвестициям.   Писать статьи по фактуре от экспертов. В сложных “инвестиционных” темах фактура есть всегда, самому лопатить Гугл не придётся. Лёгкие фановые статьи (подборка фильмов про инвестиции, самые молодые инвесторы-миллионеры) иногда нужно будет писать с нуля.   Писать тексты коротких креативных коммуникаций — пушей, баннеров, коротких посадочных и т. д. Тут важно умение креативить “на заказ”, без ожидания музы.   Доводить тексты до финала по комментариям шеф-редактора агентства, а также редактора и ЛПР со стороны заказчика.   Иногда бывают небольшие задачи по другим контентным проектов, но их совсем мало.   Что важно для редактора   Разбираться в инвестициях, иметь опыт написания/редактуры текстов на эту тему.   Собственно быть отличным редактором — с хорошей логикой, насмотреностью, внимательностью, чувством языка и высокой грамотностью.   Опыт работы с разными текстами и форматами — уметь и в инфостиль, и в “продающие” тексты, и в креатив, легко переключаться между ними.   Всегда помнить про пользу для пользователя.     Мы предлагаем  Удаленный или гибридный формат работы. Оформление СМЗ/ИП. Оплата больничных и отпусков.  Full-time, начало рабочего дня в любое время с 8 до 10.   Мы быстро решаем любые вопросы, ценим и поддерживаем инициативу.   У нас молодой и дружный коллектив.  ",Креативное мышление;Написание и редактирование текстов;Продажи,UX-редактор,0,1-3
117154791,Контент-редактор,"Привет! На связи команда TrendAgent! Мы ищем контент-редактора Telegram, который умеет создавать понятные, цепляющие тексты и оформлять их в стильные посты. Наши телеграм-каналы — это информационные ресурсы в сфере недвижимости. Мы хотим, чтобы они были полезными, стильными, удобными и полезными для аудитории.   Кто этот человек? — Он чувствует текст: умеет писать легко, понятно и без канцелярита. — Знает, как подать информацию интересно, чтобы её захотелось читать и делиться. — Может оформить пост в Figma (по готовым шаблонам) и сочетать текст с визуалом. — Прокачан в редактуре и рерайте — находит лучший формат подачи, адаптирует материалы под аудиторию.   Как будет устроена работа? Ты будешь взаимодействовать с проджектами, маркетингом, дизайнерами и IT-командой. Что ждём от тебя: — Ведение Telegram-каналов: писать тексты, подбирать визуал, оформлять и публиковать публикации. — Редактура и рерайт: адаптация материалов под tone of voice компании и существующие регламенты. — Работа с визуалом: оформление постов в Figma по готовым шаблонам. — Контент-планирование: отслеживание регулярности и актуальности публикаций. — Генерация идей: предложения по улучшению контента и форматов. Если у тебя за плечами посты, статьи, игры со структурой и тональностью, мы будем рады увидеть твои примеры!   Что мы предлагаем — График 5/2, с 10:00 до 19:00. — Удалёнку, можно работать из дома или любого удобного места. — Оклад 40 000₽ до вычета НДФЛ. — Развитие в команде, которая ценит идеи и даёт возможность расти.   Если чувствуешь, что это про тебя — присылай резюме и если есть, то примеры работ. Будем рады познакомиться!   ",Figma;Знание основ в области маркетинга;Креативное мышление;Написание и редактирование текстов;Рассылка сообщений;Создание и дистрибуция контента;Умение выражать и формулировать мысли;Юмор,UX-редактор,40000,0
116829494,Старший редактор в Cuprum.media,"«Севергрупп Медицина» (IT-компания) — инвестиционный проект компании «Севергрупп» по разработке и внедрению цифровых продуктов открывает поиск на позицию старшего редактора в команду контента.  Знаешь, как превращать сложные медицинские факты в понятный и интересный контент? Отличаешь доказательную медицину от инфошума? Хочешь влиять на развитие продукта с 6M+ трафика на сайте и на рост экосистемы (SMM, подкасты, веб) с 5M+ контактов с аудиторией в месяц? Тогда у нас мэтч!  Что делать?    Влиять на развитие издания cuprum.media — ТОП-3 лучших сайтов «СМИ» по версии Рейтинга Рунета;   Следить за качеством контента — он должен быть научно точным, но живым и доступным;   Работать с авторами, выпускающими редакторами, дизайнерами и SMM-командой, фактчекерами и др;   Генерировать идеи и делать так, чтобы тексты читали, сохраняли и обсуждали;   Искать новые форматы и способы рассказывать о здоровье интересно и упаковывать их в сочные контент-планы;   Опираться на факты и аналитику при постановке приоритетов;    Влиять на рост качества других контент-проектов команды.    Что нужно от тебя?   Опыт работы от 1–2 лет на позиции старшего редактора, главного редактора;   Понимание принципов доказательной медицины (или готовность разобраться);   Твердые навыки написания и редактуры текстов (интегрировать AI);   Уметь анализировать редакционные метрики;    Любовь к контенту, который не только привлекает, но и реально меняет жизнь людей.   Что предлагаем?   Конкурентную зарплату;   Удалёнку или офис в Петербурге — на твой выбор;   График работы: 5/2 с 9:00-17:30;   Возможность влиять на развитие проекта;   Работу в команде, которая топит за здравый смысл и полезный контент.Мы не рассматриваем коллег без ссылки на портфолио т.к. наглядно хотим понимать, что вы создавали на прошлом месте работы. Просим прикрепить ссылку на портфолио в сопроводительном письме. Спасибо!  ",,UX-редактор,0,1-3
107564043,Корректор,"Cbonds – международная IT компания, специализирующаяся на финансовых рынках. Мы собираем информацию по рынку ценных бумаг всего мира, агрегируем её, и предоставляем пользователям на информационном сайте Cbonds.ru и в виде баз данных. С 2020 года мы резиденты технопарка Сколково, активно развиваем нашу ИТ-платформу, внедряем технологии искусственного интеллекта и машинного обучения. И сейчас мы ищем Корректора в нашу команду Редакции Cbonds Review Работа Корректором – это:  устранение фактических, стилистических, орфографических, пунктуационных ошибок работа с текстом и таблицами в электронном виде вычитка регулярных крупных изданий – журналов и энциклопедий вычитка аналитических обзоров и пресс-релизов  Для нас важно:  умение форматировать текст в Word и PDF в режиме правок грамотная письменная и устная речь (русский язык), знание норм современного русского языка уверенный пользователь ПК опыт работы с инфостилем внимательность, ответственность, коммуникабельность знания финансового рынка или опыт работы в профильных изданиях будут преимуществом навык корректуры таблиц и графиков знание английского языка на уровне от В2 будет преимуществом  Мы предлагаем:  Оформление по ТК Ежегодная индексация зарплаты; Гибридный или удаленный формат работы; График работы: с 9-30 до 18-00, возможна частичная занятость; Бесплатные курсы иностранных языков; ДМС после прохождения испытательного срока; Корпоративная финансовая библиотека и библиотека Mybook Корпоративная система лояльности BestBenefits  Смело откликайся на нашу вакансию. Возможно, мы ждем именно тебя",Microsoft Word;Базовые знания ПК;Знание английского языка;Знание русского языка;Коммуникативная грамотность;Ответственность,UX-редактор,0,1-3
110632566,Контент-специалист со знанием русского и английского языков,"Служба поддержки Такси общается с пользователями и водителями честно, дружелюбно и понятно, ведь от качества наших ответов зависит уровень удовлетворённости клиентов и партнёров сервиса. Мы ищем специалиста по контенту, который будет отвечать за содержание и стиль текстов ответов для письменной и голосовой служб поддержки. Вам предстоит работать под началом главного редактора и тесно взаимодействовать с контент-специалистами, заказчиками, операторами, менеджерами проектов, аналитиками и другими коллегами. Какие задачи вас ждут:  писать большое количество текстов ответов по самым разным ситуациям; проводить фактчекинг, анализировать существующие ответы на соответствие стилю и логике; отслеживать и анализировать реагирование пользователей и водителей на тексты, чтобы улучшить качество ответов; помогать с онбордингом новым специалистам по контенту, обучать их; контролировать и улучшать качество текстов, поступающих от других специалистов; оценивать сложность задач и качество выполненной работы, следить за сроками выполнения.    Мы ждём, что вы:  уверенно говорите и пишите на русском и английском языке; работали копирайтером, переводчиком или филологом ранее; отличаетесь живым слогом, умеете чётко и ясно выражать свои мысли, грамотно доносить нужный посыл до аудитории; умеете писать быстро и качественно; креативно мыслите, сможете придумывать множество новых удачных формулировок для разных ситуаций; внимательны к деталям, ответственно относитесь к дедлайнам; умеете работать в коллективе.    Условия:  возможность удалённой работы; график работы 5/2 с 10:00 до 19:00 по московскому времени; стабильность и официальное трудоустройство; корпоративная система тренингов, которая поможет вам стать настоящим экспертом.Ключевые навыки: Письменный перевод Копирайтинг Работа с большим объемом информации Английский — C1 — Продвинутый ",,UX-редактор,0,0
115519928,Редактор,"Привет, на связи Skypro!   Skypro — онлайн-университет, каким он должен быть в XXI веке по версии предпринимателей-инженеров из Skyeng (#25 IT-компаний / #1 EdTech в России). Мы растём кратными темпами, за 3 года с нуля на базе платформы Skyeng вошли в пятёрку крупнейших ДПО (многим из которых больше 8 лет). Но наша цель — стать игроком №1 к 2030 году в своём сегменте.Мы ищем в команду крутого редактора — тебе предстоит создавать контент, с которым пользователь будет взаимодействовать внутри продукта, — это уроки, практические задания, дополнительные материалы. Мы разрабатываем не просто короткие курсы, а обучаем полноценным профессиям.Твои задачи:   Писать и редактировать тексты уроков.   Обрабатывать видеоматериалы и писать несложные технические задания на дизайн и монтаж.   Работать с командой контент-продакшена. Генерировать идеи, как можно сделать уроки интереснее и понятнее.   Работать в режиме очень плотных дедлайнов. Уметь приоритизировать виды работ: без каких изменений урок не может обойтись, а что можно оставить на потом.   Работать в роли выпускающего редактора: не просто редактировать текст, а собирать воедино конечную версию урока.   Идеальный кандидат:   Имеет опыт написания текстов и редактуры от 2 лет.   Готов разбираться в неизвестном. IT-специфика — это сложно, ведь придётся много погружаться в кодинг и специфику аудитории, но зато очень интересно.   Умеет объяснять сложные концепции простым языком, использовать понятные примеры.   Может быстро обрабатывать большие объёмы информации.   Любит эксперименты и челленджи. Мы много исследуем, строим гипотезы и проверяем их. Делаем учебные программы гибкими, адаптивными к потребностям рынка и наших студентов.   Обладает грамотным письменным русским языком и понимает английский на уровне перевода определений и способности перевести информацию с иностранного сайта.   Умеет подстраиваться под стиль, тон контент-площадки и ЦА — пишет не чтобы выглядело круто и модно, а чтобы было понятно нашим студентам.      Будет плюсом:    Профильное образование: филология / журналистика / педагогика / технические специальности.   Опыт работы в журналистике.   Релевантный опыт в IT.   Плюшки:   Фиксированный оклад с возможностью повышения в рамках ежегодного Performance Review.   Ежеквартальные премии за выполнение установленных KPI.   Удалёнка здорового человека: никто не контролирует, во сколько ты начинаешь работать и где находишься, главное — результат, которого ты намереваешься достичь. Но есть и уютный офис в Москве — с бесплатными завтраками и доступом 24/7.   Обучение за наш счёт: мы составим персональный план развития, назначим коуча и/или ментора, дадим доступ к электронной библиотеке и более чем к 100 курсам в корпоративном университете. При желании прокачаем твой личный бренд — поможем опубликовать профессиональные статьи, выступить на конференции и даже собрать митап.   Работа над социально значимым продуктом: мы делаем так, чтобы учиться было увлекательно — как смотреть сериалы, листать ленту и играть. Горим своей миссией, вдохновляемся на подвиги и не ставим рамки: ты можешь реализовать свои идеи, если они будут нужны людям и забустят бизнес.   Клёвая корпоративная культура: говорим на «ты», ищем истину без оглядки на авторитеты, растим скорость инноваций, играем вдолгую и любим удивлять.   Атмосфера, где слышат и понимают. Предлагай любую идею или конструктивно критикуй — твоё мнение не останется без внимания и может всё изменить.   Корпоративная техника и её настройка — выдаём новенькие ноутбуки, наушники, веб-камеры. Они останутся у тебя спустя 3 года в компании.   Маркетплейс бенефитов: каждый год пополняем твой баланс бонусов, которые можно тратить на что угодно — ДМС со стоматологией, шопинг, поход в спа и ещё 100+ полезных и приятных позиций.   Бесплатные разговорные клубы и скидки до 50% на продукты компании для тебя, твоего друга и ребёнка. Плюс скидки у партнёров.  ",Взаимодействие с клиентами и заказчиками;Информационная грамотность;Коммуникативная грамотность;Креативное мышление;Написание и редактирование текстов;Работа в команде;Умение выражать и формулировать мысли,UX-редактор,0,1-3
